license plate,brand,model,color,model year
HW887ZX,BMW,Serie 3,yellow,2024
HW900AA,Mercedes,Classe B,orange,2005
HW913BD,Audi,A3,brown,2006
HW926CG,Honda,Jazz,beige,2007
HW939DJ,Hyundai,i20,purple,2008
HW952EM,Kia,Stonic,red,2009
HW965FP,Nissan,Juke,blue,2010
HW978GT,Seat,Arona,white,2011
HW991HW,Skoda,Scala,black,2012
HW104IZ,Volvo,XC40,grey,2013
HW117JC,Mazda,3,silver,2014
HW130KF,Suzuki,Vitara,green,2015
HW143LI,Citroen,C4,yellow,2016
HW156ML,Dacia,Duster,orange,2017
HW169NO,Alfa Romeo,Giulia,brown,2018
HW182OS,Lancia,Ypsilon,beige,2019
HW195PV,Jeep,Compass,purple,2020
HW208RY,Mini,Countryman,red,2021
HW221SB,Subaru,Forester,blue,2022
HW234TE,Mitsubishi,ASX,white,2023
HW247UH,Tesla,Model Y,black,2024
HW260VK,Fiat,Panda,grey,2005
HW273WN,Volkswagen,Passat,silver,2006
HX286XR,Toyota,Auris,green,2007
HX299YU,Ford,Kuga,yellow,2008
HX312ZX,Renault,Captur,orange,2009
HX325AA,Peugeot,2008,brown,2010
HX338BD,Opel,Mokka,beige,2011
HX351CG,BMW,Serie 5,purple,2012
HX364DJ,Mercedes,Classe C,red,2013
HX377EM,Audi,A4,blue,2014
HX390FP,Honda,HR-V,white,2015
HX403GT,Hyundai,i30,black,2016
HX416HW,Kia,Ceed,grey,2017
HX429IZ,Nissan,Qashqai,silver,2018
HX442JC,Seat,Leon,green,2019
HX455KF,Skoda,Octavia,yellow,2020
HX468LI,Volvo,V60,orange,2021
HX481ML,Mazda,CX-3,brown,2022
HX494NO,Suzuki,Ignis,beige,2023
HX507OS,Citroen,C5 Aircross,purple,2024
HX520PV,Dacia,Logan,red,2005
HX533RY,Alfa Romeo,Stelvio,blue,2006
HX546SB,Lancia,Ypsilon,white,2007
HX559TE,Jeep,Cherokee,black,2008
HX572UH,Mini,Clubman,grey,2009
HX585VK,Subaru,Outback,silver,2010
HX598WN,Mitsubishi,Eclipse Cross,green,2011
HX611XR,Tesla,Model S,yellow,2012
HY624YU,Fiat,Tipo,orange,2013
HY637ZX,Volkswagen,Tiguan,brown,2014
HY650AA,Toyota,RAV4,beige,2015
HY663BD,Ford,Puma,purple,2016
HY676CG,Renault,Kadjar,red,2017
HY689DJ,Peugeot,3008,blue,2018
HY702EM,Opel,Crossland,white,2019
HY715FP,BMW,X1,black,2020
HY728GT,Mercedes,GLA,grey,2021
HY741HW,Audi,Q3,silver,2022
HY754IZ,Honda,CR-V,green,2023
HY767JC,Hyundai,Tucson,yellow,2024
HY780KF,Kia,Sportage,orange,2005
HY793LI,Nissan,Leaf,brown,2006
HY806ML,Seat,Ateca,beige,2007
HY819NO,Skoda,Karoq,purple,2008
HY832OS,Volvo,XC60,red,2009
HY845PV,Mazda,CX-5,blue,2010
HY858RY,Suzuki,Baleno,white,2011
HY871SB,Citroen,Berlingo,black,2012
HY884TE,Dacia,Spring,grey,2013
HY897UH,Alfa Romeo,Tonale,silver,2014
HY910VK,Lancia,Ypsilon,green,2015
HY923WN,Jeep,Wrangler,yellow,2016
HY936XR,Mini,Paceman,orange,2017
HY949YU,Subaru,XV,brown,2018
HZ962ZX,Mitsubishi,Outlander,beige,2019
HZ975AA,Tesla,Model X,purple,2020
HZ988BD,Fiat,Punto,red,2021
HZ101CG,Volkswagen,Golf,blue,2022
HZ114DJ,Toyota,Yaris,white,2023
HZ127EM,Ford,Focus,black,2024
HZ140FP,Renault,Clio,grey,2005
HZ153GT,Peugeot,208,silver,2006
HZ166HW,Opel,Corsa,green,2007
HZ179IZ,BMW,Serie 1,yellow,2008
HZ192JC,Mercedes,Classe A,orange,2009
HZ205KF,Audi,A1,brown,2010
HZ218LI,Honda,Civic,beige,2011
HZ231ML,Hyundai,i10,purple,2012
HZ244NO,Kia,Picanto,red,2013
HZ257OS,Nissan,Micra,blue,2014
HZ270PV,Seat,Ibiza,white,2015
HZ283RY,Skoda,Fabia,black,2016
HZ296SB,Volvo,V40,grey,2017
HZ309TE,Mazda,2,silver,2018
HZ322UH,Suzuki,Swift,green,2019
HZ335VK,Citroen,C3,yellow,2020
HZ348WN,Dacia,Sandero,orange,2021
HZ361XR,Alfa Romeo,Giulietta,brown,2022
HZ374YU,Lancia,Ypsilon,beige,2023
HZ387ZX,Jeep,Renegade,purple,2024
HA400AA,Mini,Cooper,red,2005
HA413BD,Subaru,Impreza,blue,2006
HA426CG,Mitsubishi,Colt,white,2007
HA439DJ,Tesla,Model 3,black,2008
HA452EM,Fiat,500,grey,2009
HA465FP,Volkswagen,Polo,silver,2010
HA478GT,Toyota,Corolla,green,2011
HA491HW,Ford,Fiesta,yellow,2012
HA504IZ,Renault,Megane,orange,2013
HA517JC,Peugeot,308,brown,2014
HA530KF,Opel,Astra,beige,2015
HA543LI,BMW,Serie 3,purple,2016
HA556ML,Mercedes,Classe B,red,2017
HA569NO,Audi,A3,blue,2018
HA582OS,Honda,Jazz,white,2019
HA595PV,Hyundai,i20,black,2020
HA608RY,Kia,Stonic,grey,2021
HA621SB,Nissan,Juke,silver,2022
HA634TE,Seat,Arona,green,2023
HA647UH,Skoda,Scala,yellow,2024
HA660VK,Volvo,XC40,orange,2005
HA673WN,Mazda,3,brown,2006
HA686XR,Suzuki,Vitara,beige,2007
HA699YU,Citroen,C4,purple,2008
HA712ZX,Dacia,Duster,red,2009
HA725AA,Alfa Romeo,Giulia,blue,2010
HB738BD,Lancia,Ypsilon,white,2011
HB751CG,Jeep,Compass,black,2012
HB764DJ,Mini,Countryman,grey,2013
HB777EM,Subaru,Forester,silver,2014
HB790FP,Mitsubishi,ASX,green,2015
HB803GT,Tesla,Model Y,yellow,2016
HB816HW,Fiat,Panda,orange,2017
HB829IZ,Volkswagen,Passat,brown,2018
HB842JC,Toyota,Auris,beige,2019
HB855KF,Ford,Kuga,purple,2020
HB868LI,Renault,Captur,red,2021
HB881ML,Peugeot,2008,blue,2022
HB894NO,Opel,Mokka,white,2023
HB907OS,BMW,Serie 5,black,2024
HB920PV,Mercedes,Classe C,grey,2005
HB933RY,Audi,A4,silver,2006
HB946SB,Honda,HR-V,green,2007
HB959TE,Hyundai,i30,yellow,2008
HB972UH,Kia,Ceed,orange,2009
HB985VK,Nissan,Qashqai,brown,2010
HB998WN,Seat,Leon,beige,2011
HB111XR,Skoda,Octavia,purple,2012
HB124YU,Volvo,V60,red,2013
HB137ZX,Mazda,CX-3,blue,2014
HB150AA,Suzuki,Ignis,white,2015
HB163BD,Citroen,C5 Aircross,black,2016
HC176CG,Dacia,Logan,grey,2017
HC189DJ,Alfa Romeo,Stelvio,silver,2018
HC202EM,Lancia,Ypsilon,green,2019
HC215FP,Jeep,Cherokee,yellow,2020
HC228GT,Mini,Clubman,orange,2021
HC241HW,Subaru,Outback,brown,2022
HC254IZ,Mitsubishi,Eclipse Cross,beige,2023
HC267JC,Tesla,Model S,purple,2024
HC280KF,Fiat,Tipo,red,2005
HC293LI,Volkswagen,Tiguan,blue,2006
HC306ML,Toyota,RAV4,white,2007
HC319NO,Ford,Puma,black,2008
HC332OS,Renault,Kadjar,grey,2009
HC345PV,Peugeot,3008,silver,2010
HC358RY,Opel,Crossland,green,2011
HC371SB,BMW,X1,yellow,2012
HC384TE,Mercedes,GLA,orange,2013
HC397UH,Audi,Q3,brown,2014
HC410VK,Honda,CR-V,beige,2015
HC423WN,Hyundai,Tucson,purple,2016
HC436XR,Kia,Sportage,red,2017
HC449YU,Nissan,Leaf,blue,2018
HC462ZX,Seat,Ateca,white,2019
HC475AA,Skoda,Karoq,black,2020
HC488BD,Volvo,XC60,grey,2021
HC501CG,Mazda,CX-5,silver,2022
HD514DJ,Suzuki,Baleno,green,2023
HD527EM,Citroen,Berlingo,yellow,2024
HD540FP,Dacia,Spring,orange,2005
HD553GT,Alfa Romeo,Tonale,brown,2006
HD566HW,Lancia,Ypsilon,beige,2007
HD579IZ,Jeep,Wrangler,purple,2008
HD592JC,Mini,Paceman,red,2009
HD605KF,Subaru,XV,blue,2010
HD618LI,Mitsubishi,Outlander,white,2011
HD631ML,Tesla,Model X,black,2012
HD644NO,Fiat,Punto,grey,2013
HD657OS,Volkswagen,Golf,silver,2014
HD670PV,Toyota,Yaris,green,2015
HD683RY,Ford,Focus,yellow,2016
HD696SB,Renault,Clio,orange,2017
HD709TE,Peugeot,208,brown,2018
HD722UH,Opel,Corsa,beige,2019
HD735VK,BMW,Serie 1,purple,2020
HD748WN,Mercedes,Classe A,red,2021
HD761XR,Audi,A1,blue,2022
HD774YU,Honda,Civic,white,2023
HD787ZX,Hyundai,i10,black,2024
HD800AA,Kia,Picanto,grey,2005
HD813BD,Nissan,Micra,silver,2006
HD826CG,Seat,Ibiza,green,2007
HD839DJ,Skoda,Fabia,yellow,2008
HE852EM,Volvo,V40,orange,2009
HE865FP,Mazda,2,brown,2010
HE878GT,Suzuki,Swift,beige,2011
HE891HW,Citroen,C3,purple,2012
HE904IZ,Dacia,Sandero,red,2013
HE917JC,Alfa Romeo,Giulietta,blue,2014
HE930KF,Lancia,Ypsilon,white,2015
HE943LI,Jeep,Renegade,black,2016
HE956ML,Mini,Cooper,grey,2017
HE969NO,Subaru,Impreza,silver,2018
HE982OS,Mitsubishi,Colt,green,2019
HE995PV,Tesla,Model 3,yellow,2020
HE108RY,Fiat,500,orange,2021
HE121SB,Volkswagen,Polo,brown,2022
HE134TE,Toyota,Corolla,beige,2023
HE147UH,Ford,Fiesta,purple,2024
HE160VK,Renault,Megane,red,2005
HE173WN,Peugeot,308,blue,2006
HE186XR,Opel,Astra,white,2007
HE199YU,BMW,Serie 3,black,2008
HE212ZX,Mercedes,Classe B,grey,2009
HE225AA,Audi,A3,silver,2010
HE238BD,Honda,Jazz,green,2011
HE251CG,Hyundai,i20,yellow,2012
HE264DJ,Kia,Stonic,orange,2013
HE277EM,Nissan,Juke,brown,2014
HF290FP,Seat,Arona,beige,2015
HF303GT,Skoda,Scala,purple,2016
HF316HW,Volvo,XC40,red,2017
HF329IZ,Mazda,3,blue,2018
HF342JC,Suzuki,Vitara,white,2019
HF355KF,Citroen,C4,black,2020
HF368LI,Dacia,Duster,grey,2021
HF381ML,Alfa Romeo,Giulia,silver,2022
HF394NO,Lancia,Ypsilon,green,2023
HF407OS,Jeep,Compass,yellow,2024
HF420PV,Mini,Countryman,orange,2005
HF433RY,Subaru,Forester,brown,2006
HF446SB,Mitsubishi,ASX,beige,2007
HF459TE,Tesla,Model Y,purple,2008
HF472UH,Fiat,Panda,red,2009
HF485VK,Volkswagen,Passat,blue,2010
HF498WN,Toyota,Auris,white,2011
HF511XR,Ford,Kuga,black,2012
HF524YU,Renault,Captur,grey,2013
HF537ZX,Peugeot,2008,silver,2014
HF550AA,Opel,Mokka,green,2015
HF563BD,BMW,Serie 5,yellow,2016
HF576CG,Mercedes,Classe C,orange,2017
HF589DJ,Audi,A4,brown,2018
HF602EM,Honda,HR-V,beige,2019
HF615FP,Hyundai,i30,purple,2020
HG628GT,Kia,Ceed,red,2021
HG641HW,Nissan,Qashqai,blue,2022
HG654IZ,Seat,Leon,white,2023
HG667JC,Skoda,Octavia,black,2024
HG680KF,Volvo,V60,grey,2005
HG693LI,Mazda,CX-3,silver,2006
HG706ML,Suzuki,Ignis,green,2007
HG719NO,Citroen,C5 Aircross,yellow,2008
HG732OS,Dacia,Logan,orange,2009
HG745PV,Alfa Romeo,Stelvio,brown,2010
HG758RY,Lancia,Ypsilon,beige,2011
HG771SB,Jeep,Cherokee,purple,2012
HG784TE,Mini,Clubman,red,2013
HG797UH,Subaru,Outback,blue,2014
HG810VK,Mitsubishi,Eclipse Cross,white,2015
HG823WN,Tesla,Model S,black,2016
HG836XR,Fiat,Tipo,grey,2017
HG849YU,Volkswagen,Tiguan,silver,2018
HG862ZX,Toyota,RAV4,green,2019
HG875AA,Ford,Puma,yellow,2020
HG888BD,Renault,Kadjar,orange,2021
HG901CG,Peugeot,3008,brown,2022
HG914DJ,Opel,Crossland,beige,2023
HG927EM,BMW,X1,purple,2024
HG940FP,Mercedes,GLA,red,2005
HG953GT,Audi,Q3,blue,2006
HH966HW,Honda,CR-V,white,2007
HH979IZ,Hyundai,Tucson,black,2008
HH992JC,Kia,Sportage,grey,2009
HH105KF,Nissan,Leaf,silver,2010
HH118LI,Seat,Ateca,green,2011
HH131ML,Skoda,Karoq,yellow,2012
HH144NO,Volvo,XC60,orange,2013
HH157OS,Mazda,CX-5,brown,2014
HH170PV,Suzuki,Baleno,beige,2015
HH183RY,Citroen,Berlingo,purple,2016
HH196SB,Dacia,Spring,red,2017
HH209TE,Alfa Romeo,Tonale,blue,2018
HH222UH,Lancia,Ypsilon,white,2019
HH235VK,Jeep,Wrangler,black,2020
HH248WN,Mini,Paceman,grey,2021
HH261XR,Subaru,XV,silver,2022
HH274YU,Mitsubishi,Outlander,green,2023
HH287ZX,Tesla,Model X,yellow,2024
HH300AA,Fiat,Punto,orange,2005
HH313BD,Volkswagen,Golf,brown,2006
HH326CG,Toyota,Yaris,beige,2007
HH339DJ,Ford,Focus,purple,2008
HH352EM,Renault,Clio,red,2009
HH365FP,Peugeot,208,blue,2010
HH378GT,Opel,Corsa,white,2011
HH391HW,BMW,Serie 1,black,2012
II404IZ,Mercedes,Classe A,grey,2013
II417JC,Audi,A1,silver,2014
II430KF,Honda,Civic,green,2015
II443LI,Hyundai,i10,yellow,2016
II456ML,Kia,Picanto,orange,2017
II469NO,Nissan,Micra,brown,2018
II482OS,Seat,Ibiza,beige,2019
II495PV,Skoda,Fabia,purple,2020
II508RY,Volvo,V40,red,2021
II521SB,Mazda,2,blue,2022
II534TE,Suzuki,Swift,white,2023
II547UH,Citroen,C3,black,2024
II560VK,Dacia,Sandero,grey,2005
II573WN,Alfa Romeo,Giulietta,silver,2006
II586XR,Lancia,Ypsilon,green,2007
II599YU,Jeep,Renegade,yellow,2008
II612ZX,Mini,Cooper,orange,2009
II625AA,Subaru,Impreza,brown,2010
II638BD,Mitsubishi,Colt,beige,2011
II651CG,Tesla,Model 3,purple,2012
II664DJ,Fiat,500,red,2013
II677EM,Volkswagen,Polo,blue,2014
II690FP,Toyota,Corolla,white,2015
II703GT,Ford,Fiesta,black,2016
II716HW,Renault,Megane,grey,2017
II729IZ,Peugeot,308,silver,2018
IJ742JC,Opel,Astra,green,2019
IJ755KF,BMW,Serie 3,yellow,2020
IJ768LI,Mercedes,Classe B,orange,2021
IJ781ML,Audi,A3,brown,2022
IJ794NO,Honda,Jazz,beige,2023
IJ807OS,Hyundai,i20,purple,2024
IJ820PV,Kia,Stonic,red,2005
IJ833RY,Nissan,Juke,blue,2006
IJ846SB,Seat,Arona,white,2007
IJ859TE,Skoda,Scala,black,2008
IJ872UH,Volvo,XC40,grey,2009
IJ885VK,Mazda,3,silver,2010
IJ898WN,Suzuki,Vitara,green,2011
IJ911XR,Citroen,C4,yellow,2012
IJ924YU,Dacia,Duster,orange,2013
IJ937ZX,Alfa Romeo,Giulia,brown,2014
IJ950AA,Lancia,Ypsilon,beige,2015
IJ963BD,Jeep,Compass,purple,2016
IJ976CG,Mini,Countryman,red,2017
IJ989DJ,Subaru,Forester,blue,2018
IJ102EM,Mitsubishi,ASX,white,2019
IJ115FP,Tesla,Model Y,black,2020
IJ128GT,Fiat,Panda,grey,2021
IJ141HW,Volkswagen,Passat,silver,2022
IJ154IZ,Toyota,Auris,green,2023
IJ167JC,Ford,Kuga,yellow,2024
IK180KF,Renault,Captur,orange,2005
IK193LI,Peugeot,2008,brown,2006
IK206ML,Opel,Mokka,beige,2007
IK219NO,BMW,Serie 5,purple,2008
IK232OS,Mercedes,Classe C,red,2009
IK245PV,Audi,A4,blue,2010
IK258RY,Honda,HR-V,white,2011
IK271SB,Hyundai,i30,black,2012
IK284TE,Kia,Ceed,grey,2013
IK297UH,Nissan,Qashqai,silver,2014
IK310VK,Seat,Leon,green,2015
IK323WN,Skoda,Octavia,yellow,2016
IK336XR,Volvo,V60,orange,2017
IK349YU,Mazda,CX-3,brown,2018
IK362ZX,Suzuki,Ignis,beige,2019
IK375AA,Citroen,C5 Aircross,purple,2020
IK388BD,Dacia,Logan,red,2021
IK401CG,Alfa Romeo,Stelvio,blue,2022
IK414DJ,Lancia,Ypsilon,white,2023
IK427EM,Jeep,Cherokee,black,2024
IK440FP,Mini,Clubman,grey,2005
IK453GT,Subaru,Outback,silver,2006
IK466HW,Mitsubishi,Eclipse Cross,green,2007
IK479IZ,Tesla,Model S,yellow,2008
IK492JC,Fiat,Tipo,orange,2009
IK505KF,Volkswagen,Tiguan,brown,2010
IL518LI,Toyota,RAV4,beige,2011
IL531ML,Ford,Puma,purple,2012
IL544NO,Renault,Kadjar,red,2013
IL557OS,Peugeot,3008,blue,2014
IL570PV,Opel,Crossland,white,2015
IL583RY,BMW,X1,black,2016
IL596SB,Mercedes,GLA,grey,2017
IL609TE,Audi,Q3,silver,2018
IL622UH,Honda,CR-V,green,2019
IL635VK,Hyundai,Tucson,yellow,2020
IL648WN,Kia,Sportage,orange,2021
IL661XR,Nissan,Leaf,brown,2022
IL674YU,Seat,Ateca,beige,2023
IL687ZX,Skoda,Karoq,purple,2024
IL700AA,Volvo,XC60,red,2005
IL713BD,Mazda,CX-5,blue,2006
IL726CG,Suzuki,Baleno,white,2007
IL739DJ,Citroen,Berlingo,black,2008
IL752EM,Dacia,Spring,grey,2009
IL765FP,Alfa Romeo,Tonale,silver,2010
IL778GT,Lancia,Ypsilon,green,2011
IL791HW,Jeep,Wrangler,yellow,2012
IL804IZ,Mini,Paceman,orange,2013
IL817JC,Subaru,XV,brown,2014
IL830KF,Mitsubishi,Outlander,beige,2015
IL843LI,Tesla,Model X,purple,2016
IM856ML,Fiat,Punto,red,2017
IM869NO,Volkswagen,Golf,blue,2018
IM882OS,Toyota,Yaris,white,2019
IM895PV,Ford,Focus,black,2020
IM908RY,Renault,Clio,grey,2021
IM921SB,Peugeot,208,silver,2022
IM934TE,Opel,Corsa,green,2023
IM947UH,BMW,Serie 1,yellow,2024
IM960VK,Mercedes,Classe A,orange,2005
IM973WN,Audi,A1,brown,2006
IM986XR,Honda,Civic,beige,2007
IM999YU,Hyundai,i10,purple,2008
IM112ZX,Kia,Picanto,red,2009
IM125AA,Nissan,Micra,blue,2010
IM138BD,Seat,Ibiza,white,2011
IM151CG,Skoda,Fabia,black,2012
IM164DJ,Volvo,V40,grey,2013
IM177EM,Mazda,2,silver,2014
IM190FP,Suzuki,Swift,green,2015
IM203GT,Citroen,C3,yellow,2016
IM216HW,Dacia,Sandero,orange,2017
IM229IZ,Alfa Romeo,Giulietta,brown,2018
IM242JC,Lancia,Ypsilon,beige,2019
IM255KF,Jeep,Renegade,purple,2020
IM268LI,Mini,Cooper,red,2021
IM281ML,Subaru,Impreza,blue,2022
IN294NO,Mitsubishi,Colt,white,2023
IN307OS,Tesla,Model 3,black,2024
IN320PV,Fiat,500,grey,2005
IN333RY,Volkswagen,Polo,silver,2006
IN346SB,Toyota,Corolla,green,2007
IN359TE,Ford,Fiesta,yellow,2008
IN372UH,Renault,Megane,orange,2009
IN385VK,Peugeot,308,brown,2010
IN398WN,Opel,Astra,beige,2011
IN411XR,BMW,Serie 3,purple,2012
IN424YU,Mercedes,Classe B,red,2013
IN437ZX,Audi,A3,blue,2014
IN450AA,Honda,Jazz,white,2015
IN463BD,Hyundai,i20,black,2016
IN476CG,Kia,Stonic,grey,2017
IN489DJ,Nissan,Juke,silver,2018
IN502EM,Seat,Arona,green,2019
IN515FP,Skoda,Scala,yellow,2020
IN528GT,Volvo,XC40,orange,2021
IN541HW,Mazda,3,brown,2022
IN554IZ,Suzuki,Vitara,beige,2023
IN567JC,Citroen,C4,purple,2024
IN580KF,Dacia,Duster,red,2005
IN593LI,Alfa Romeo,Giulia,blue,2006
IN606ML,Lancia,Ypsilon,white,2007
IN619NO,Jeep,Compass,black,2008
IO632OS,Mini,Countryman,grey,2009
IO645PV,Subaru,Forester,silver,2010
IO658RY,Mitsubishi,ASX,green,2011
IO671SB,Tesla,Model Y,yellow,2012
IO684TE,Fiat,Panda,orange,2013
IO697UH,Volkswagen,Passat,brown,2014
IO710VK,Toyota,Auris,beige,2015
IO723WN,Ford,Kuga,purple,2016
IO736XR,Renault,Captur,red,2017
IO749YU,Peugeot,2008,blue,2018
IO762ZX,Opel,Mokka,white,2019
IO775AA,BMW,Serie 5,black,2020
IO788BD,Mercedes,Classe C,grey,2021
IO801CG,Audi,A4,silver,2022
IO814DJ,Honda,HR-V,green,2023
IO827EM,Hyundai,i30,yellow,2024
IO840FP,Kia,Ceed,orange,2005
IO853GT,Nissan,Qashqai,brown,2006
IO866HW,Seat,Leon,beige,2007
IO879IZ,Skoda,Octavia,purple,2008
IO892JC,Volvo,V60,red,2009
IO905KF,Mazda,CX-3,blue,2010
IO918LI,Suzuki,Ignis,white,2011
IO931ML,Citroen,C5 Aircross,black,2012
IO944NO,Dacia,Logan,grey,2013
IO957OS,Alfa Romeo,Stelvio,silver,2014
IP970PV,Lancia,Ypsilon,green,2015
IP983RY,Jeep,Cherokee,yellow,2016
IP996SB,Mini,Clubman,orange,2017
IP109TE,Subaru,Outback,brown,2018
IP122UH,Mitsubishi,Eclipse Cross,beige,2019
IP135VK,Tesla,Model S,purple,2020
IP148WN,Fiat,Tipo,red,2021
IP161XR,Volkswagen,Tiguan,blue,2022
IP174YU,Toyota,RAV4,white,2023
IP187ZX,Ford,Puma,black,2024
IP200AA,Renault,Kadjar,grey,2005
IP213BD,Peugeot,3008,silver,2006
IP226CG,Opel,Crossland,green,2007
IP239DJ,BMW,X1,yellow,2008
IP252EM,Mercedes,GLA,orange,2009
IP265FP,Audi,Q3,brown,2010
IP278GT,Honda,CR-V,beige,2011
IP291HW,Hyundai,Tucson,purple,2012
IP304IZ,Kia,Sportage,red,2013
IP317JC,Nissan,Leaf,blue,2014
IP330KF,Seat,Ateca,white,2015
IP343LI,Skoda,Karoq,black,2016
IP356ML,Volvo,XC60,grey,2017
IP369NO,Mazda,CX-5,silver,2018
IP382OS,Suzuki,Baleno,green,2019
IP395PV,Citroen,Berlingo,yellow,2020
IR408RY,Dacia,Spring,orange,2021
IR421SB,Alfa Romeo,Tonale,brown,2022
IR434TE,Lancia,Ypsilon,beige,2023
IR447UH,Jeep,Wrangler,purple,2024
IR460VK,Mini,Paceman,red,2005
IR473WN,Subaru,XV,blue,2006
IR486XR,Mitsubishi,Outlander,white,2007
IR499YU,Tesla,Model X,black,2008
IR512ZX,Fiat,Punto,grey,2009
IR525AA,Volkswagen,Golf,silver,2010
IR538BD,Toyota,Yaris,green,2011
IR551CG,Ford,Focus,yellow,2012
IR564DJ,Renault,Clio,orange,2013
IR577EM,Peugeot,208,brown,2014
IR590FP,Opel,Corsa,beige,2015
IR603GT,BMW,Serie 1,purple,2016
IR616HW,Mercedes,Classe A,red,2017
IR629IZ,Audi,A1,blue,2018
IR642JC,Honda,Civic,white,2019
IR655KF,Hyundai,i10,black,2020
IR668LI,Kia,Picanto,grey,2021
IR681ML,Nissan,Micra,silver,2022
IR694NO,Seat,Ibiza,green,2023
IR707OS,Skoda,Fabia,yellow,2024
IR720PV,Volvo,V40,orange,2005
IR733RY,Mazda,2,brown,2006
IS746SB,Suzuki,Swift,beige,2007
IS759TE,Citroen,C3,purple,2008
IS772UH,Dacia,Sandero,red,2009
IS785VK,Alfa Romeo,Giulietta,blue,2010
IS798WN,Lancia,Ypsilon,white,2011
IS811XR,Jeep,Renegade,black,2012
IS824YU,Mini,Cooper,grey,2013
IS837ZX,Subaru,Impreza,silver,2014
IS850AA,Mitsubishi,Colt,green,2015
IS863BD,Tesla,Model 3,yellow,2016
IS876CG,Fiat,500,orange,2017
IS889DJ,Volkswagen,Polo,brown,2018
IS902EM,Toyota,Corolla,beige,2019
IS915FP,Ford,Fiesta,purple,2020
IS928GT,Renault,Megane,red,2021
IS941HW,Peugeot,308,blue,2022
IS954IZ,Opel,Astra,white,2023
IS967JC,BMW,Serie 3,black,2024
IS980KF,Mercedes,Classe B,grey,2005
IS993LI,Audi,A3,silver,2006
IS106ML,Honda,Jazz,green,2007
IS119NO,Hyundai,i20,yellow,2008
IS132OS,Kia,Stonic,orange,2009
IS145PV,Nissan,Juke,brown,2010
IS158RY,Seat,Arona,beige,2011
IS171SB,Skoda,Scala,purple,2012
IT184TE,Volvo,XC40,red,2013
IT197UH,Mazda,3,blue,2014
IT210VK,Suzuki,Vitara,white,2015
IT223WN,Citroen,C4,black,2016
IT236XR,Dacia,Duster,grey,2017
IT249YU,Alfa Romeo,Giulia,silver,2018
IT262ZX,Lancia,Ypsilon,green,2019
IT275AA,Jeep,Compass,yellow,2020
IT288BD,Mini,Countryman,orange,2021
IT301CG,Subaru,Forester,brown,2022
IT314DJ,Mitsubishi,ASX,beige,2023
IT327EM,Tesla,Model Y,purple,2024
IT340FP,Fiat,Panda,red,2005
IT353GT,Volkswagen,Passat,blue,2006
IT366HW,Toyota,Auris,white,2007
IT379IZ,Ford,Kuga,black,2008
IT392JC,Renault,Captur,grey,2009
IT405KF,Peugeot,2008,silver,2010
IT418LI,Opel,Mokka,green,2011
IT431ML,BMW,Serie 5,yellow,2012
IT444NO,Mercedes,Classe C,orange,2013
IT457OS,Audi,A4,brown,2014
IT470PV,Honda,HR-V,beige,2015
IT483RY,Hyundai,i30,purple,2016
IT496SB,Kia,Ceed,red,2017
IT509TE,Nissan,Qashqai,blue,2018
IU522UH,Seat,Leon,white,2019
IU535VK,Skoda,Octavia,black,2020
IU548WN,Volvo,V60,grey,2021
IU561XR,Mazda,CX-3,silver,2022
IU574YU,Suzuki,Ignis,green,2023
IU587ZX,Citroen,C5 Aircross,yellow,2024
IU600AA,Dacia,Logan,orange,2005
IU613BD,Alfa Romeo,Stelvio,brown,2006
IU626CG,Lancia,Ypsilon,beige,2007
IU639DJ,Jeep,Cherokee,purple,2008
IU652EM,Mini,Clubman,red,2009
IU665FP,Subaru,Outback,blue,2010
IU678GT,Mitsubishi,Eclipse Cross,white,2011
IU691HW,Tesla,Model S,black,2012
IU704IZ,Fiat,Tipo,grey,2013
IU717JC,Volkswagen,Tiguan,silver,2014
IU730KF,Toyota,RAV4,green,2015
IU743LI,Ford,Puma,yellow,2016
IU756ML,Renault,Kadjar,orange,2017
IU769NO,Peugeot,3008,brown,2018
IU782OS,Opel,Crossland,beige,2019
IU795PV,BMW,X1,purple,2020
IU808RY,Mercedes,GLA,red,2021
IU821SB,Audi,Q3,blue,2022
IU834TE,Honda,CR-V,white,2023
IU847UH,Hyundai,Tucson,black,2024
IV860VK,Kia,Sportage,grey,2005
IV873WN,Nissan,Leaf,silver,2006
IV886XR,Seat,Ateca,green,2007
IV899YU,Skoda,Karoq,yellow,2008
IV912ZX,Volvo,XC60,orange,2009
IV925AA,Mazda,CX-5,brown,2010
IV938BD,Suzuki,Baleno,beige,2011
IV951CG,Citroen,Berlingo,purple,2012
IV964DJ,Dacia,Spring,red,2013
IV977EM,Alfa Romeo,Tonale,blue,2014
IV990FP,Lancia,Ypsilon,white,2015
IV103GT,Jeep,Wrangler,black,2016
IV116HW,Mini,Paceman,grey,2017
IV129IZ,Subaru,XV,silver,2018
IV142JC,Mitsubishi,Outlander,green,2019
IV155KF,Tesla,Model X,yellow,2020
IV168LI,Fiat,Punto,orange,2021
IV181ML,Volkswagen,Golf,brown,2022
IV194NO,Toyota,Yaris,beige,2023
IV207OS,Ford,Focus,purple,2024
IV220PV,Renault,Clio,red,2005
IV233RY,Peugeot,208,blue,2006
IV246SB,Opel,Corsa,white,2007
IV259TE,BMW,Serie 1,black,2008
IV272UH,Mercedes,Classe A,grey,2009
